sales_sk,sales_id,customer_sk,product_sk,store_sk,salesperson_sk,campaign_sk,total_amount,date_sk,time_sk
452,SALES_0000452,48499,127,287,985,29,4648.29,286,301
453,SALES_0000453,41076,208,80,916,4,3459.62,66,365
454,SALES_0000454,80927,184,352,1461,4,599.38,41,471
455,SALES_0000455,53128,3,278,1809,45,2656.91,278,1338
456,SALES_0000456,87841,28,485,1693,35,1502.44,272,1245
457,SALES_0000457,76527,34,288,213,37,4551.07,142,750
458,SALES_0000458,49708,60,13,735,43,663.44,98,1308
459,SALES_0000459,26799,196,40,461,39,4273.43,322,855
460,SALES_0000460,12835,171,24,460,3,1125.26,72,989
461,SALES_0000461,2283,95,179,586,8,2368.7,76,947
462,SALES_0000462,86606,142,295,588,41,2977.63,297,948
463,SALES_0000463,33731,67,434,1200,50,4073.87,319,178
464,SALES_0000464,74176,148,476,1286,32,4111.28,304,141
465,SALES_0000465,15378,125,142,1065,12,4038.96,205,860
466,SALES_0000466,97289,143,495,1349,36,4259.27,314,416
467,SALES_0000467,1822,184,320,1303,13,4781.18,97,918
468,SALES_0000468,85732,17,349,828,8,1975.16,56,1137
469,SALES_0000469,72171,76,275,1805,6,4036.59,127,30
470,SALES_0000470,14786,135,333,396,25,3788.15,238,831
471,SALES_0000471,33098,2,12,1246,39,4072.85,328,459
472,SALES_0000472,65374,164,362,259,43,4449.0,312,1297
473,SALES_0000473,10684,37,357,722,40,4931.74,321,1296
474,SALES_0000474,79760,59,189,244,30,2543.2,256,576
475,SALES_0000475,90140,186,314,1789,13,1992.72,59,83
476,SALES_0000476,54604,31,438,313,3,3280.78,70,1399
477,SALES_0000477,75512,149,449,801,43,4506.22,257,857
478,SALES_0000478,54622,186,478,1968,41,2033.36,274,475
479,SALES_0000479,8903,189,110,398,30,3729.92,297,994
480,SALES_0000480,69492,21,363,742,41,2234.98,332,1201
481,SALES_0000481,3955,40,382,58,4,2242.01,51,165
482,SALES_0000482,58402,99,156,1000,16,2351.89,185,308
483,SALES_0000483,42785,51,110,770,16,1059.69,187,500
484,SALES_0000484,62510,120,493,150,4,1986.94,27,95
485,SALES_0000485,19951,80,494,1960,45,2719.37,204,1407
486,SALES_0000486,5999,199,79,484,30,1366.07,251,848
487,SALES_0000487,61014,49,444,1256,43,3448.53,50,320
488,SALES_0000488,68383,172,226,469,41,4233.9,277,602
489,SALES_0000489,22735,194,480,1491,24,3958.42,142,1411
490,SALES_0000490,85081,169,169,538,21,2607.54,265,467
491,SALES_0000491,75378,19,161,1723,43,4460.14,66,595
492,SALES_0000492,51264,43,25,18,4,1833.18,76,612
493,SALES_0000493,69527,12,286,410,18,1156.64,220,653
494,SALES_0000494,49727,189,135,1047,45,1595.08,196,1067
495,SALES_0000495,30836,31,88,759,35,979.72,317,1149
496,SALES_0000496,74095,54,137,1251,50,4350.38,346,390
497,SALES_0000497,81455,137,384,1941,12,3229.8,139,421
498,SALES_0000498,45008,12,375,902,2,2822.23,37,413
499,SALES_0000499,22870,73,365,1914,13,2484.06,58,171
500,SALES_0000500,11679,178,470,648,4,1808.34,46,971
501,SALES_0000501,54974,189,305,1233,23,3864.31,248,816
502,SALES_0000502,49358,25,459,1177,11,2850.0,40,1295
503,SALES_0000503,50792,105,312,1795,20,1679.95,271,504
504,SALES_0000504,40498,144,425,1408,14,3917.72,222,1077
505,SALES_0000505,85824,123,289,516,19,517.98,251,503
506,SALES_0000506,74692,43,321,1244,4,1505.33,68,457
507,SALES_0000507,6759,198,47,1839,5,2208.37,129,781
508,SALES_0000508,32766,127,66,1922,25,4687.95,280,110
509,SALES_0000509,87811,129,448,867,14,2819.12,202,9
510,SALES_0000510,62958,133,90,1283,14,3152.24,208,51
511,SALES_0000511,79931,158,329,284,19,3295.52,259,1280
512,SALES_0000512,38833,91,139,1971,3,720.22,37,148
513,SALES_0000513,99248,56,10,39,20,762.68,273,717
514,SALES_0000514,15950,193,478,782,49,3208.97,218,1432
515,SALES_0000515,92303,2,202,1569,48,512.48,327,554
516,SALES_0000516,33393,25,383,1727,17,2197.96,257,1383
517,SALES_0000517,92396,200,280,380,50,4113.02,286,379
518,SALES_0000518,77608,28,302,694,32,2039.9,306,982
519,SALES_0000519,39633,4,93,1063,25,1499.23,223,755
520,SALES_0000520,98000,195,8,1932,12,2965.24,104,326
521,SALES_0000521,41969,18,59,1789,22,3594.2,129,1418
522,SALES_0000522,7929,109,360,568,47,1061.24,201,660
523,SALES_0000523,30400,43,491,1930,49,1609.43,268,1000
524,SALES_0000524,76047,71,260,1776,11,4293.99,185,648
525,SALES_0000525,31827,6,422,1038,27,3186.16,201,521
526,SALES_0000526,47567,105,209,883,25,4030.66,232,176
527,SALES_0000527,23024,181,176,1845,35,1048.07,284,1345
528,SALES_0000528,92792,9,138,1690,41,4669.82,300,680
529,SALES_0000529,82800,150,289,768,40,857.84,315,275
530,SALES_0000530,43531,57,11,1484,13,4451.74,91,1025
531,SALES_0000531,8922,74,304,541,48,678.36,266,797
532,SALES_0000532,13069,31,451,292,26,1363.76,237,1097
533,SALES_0000533,78061,17,194,1411,3,1136.89,66,1423
534,SALES_0000534,75047,202,304,221,40,1175.25,325,564
535,SALES_0000535,84544,172,296,127,26,2113.59,276,315
536,SALES_0000536,2070,134,154,756,36,2037.29,314,577
537,SALES_0000537,4302,73,1,84,7,4864.47,31,741
538,SALES_0000538,58368,148,412,918,9,3826.05,157,1270
539,SALES_0000539,31127,69,60,1103,25,1392.39,268,577
540,SALES_0000540,61355,87,375,1269,2,3859.89,28,268
541,SALES_0000541,44110,77,440,1097,31,2249.88,294,1179
542,SALES_0000542,96417,141,104,1683,12,2595.48,62,1137
543,SALES_0000543,92152,16,399,496,31,2433.88,307,1189
544,SALES_0000544,25396,26,35,588,9,2910.17,126,1271
545,SALES_0000545,7057,132,248,1656,30,1625.43,230,1297
546,SALES_0000546,21496,191,88,560,28,2831.51,187,270
547,SALES_0000547,42521,28,465,549,31,1557.67,279,567
548,SALES_0000548,73965,138,365,1016,12,3998.48,125,723
549,SALES_0000549,26331,203,123,1381,33,1362.85,311,208
550,SALES_0000550,66366,66,68,1162,32,1103.86,293,226
551,SALES_0000551,73299,31,75,704,37,3201.12,105,295
552,SALES_0000552,77618,184,339,901,36,2990.78,318,752
553,SALES_0000553,71688,194,440,139,24,2943.83,212,196
554,SALES_0000554,28955,42,232,648,44,4000.19,261,277
555,SALES_0000555,46877,53,300,70,49,4792.3,268,1032
556,SALES_0000556,72701,196,286,1830,15,4853.81,190,407
557,SALES_0000557,81500,185,257,1921,22,4217.69,108,479
558,SALES_0000558,50611,193,136,1894,3,4030.07,86,332
559,SALES_0000559,72458,172,147,663,35,3014.5,311,259
560,SALES_0000560,84218,25,192,1307,39,511.55,319,1440
561,SALES_0000561,66713,73,121,1746,34,1385.78,252,949
562,SALES_0000562,39291,38,162,418,8,1905.26,106,220
563,SALES_0000563,59906,10,136,716,3,1940.59,34,296
564,SALES_0000564,74244,54,235,667,47,1729.81,313,529
565,SALES_0000565,59702,9,176,1694,17,3090.72,178,1237
566,SALES_0000566,90205,190,187,270,35,2818.09,315,1073
567,SALES_0000567,40031,154,294,1734,39,3558.69,331,371
568,SALES_0000568,13993,176,223,751,32,3661.83,295,1140
569,SALES_0000569,37067,29,119,1294,13,2112.75,138,1195
570,SALES_0000570,59093,124,102,603,29,2960.48,286,662
571,SALES_0000571,39415,101,109,608,13,2152.84,113,1186
572,SALES_0000572,90839,66,268,1776,4,509.5,61,1012
573,SALES_0000573,43566,81,91,20,5,4574.96,126,987
574,SALES_0000574,80545,153,316,601,25,2747.37,229,225
575,SALES_0000575,35436,134,355,201,31,2076.71,288,236
576,SALES_0000576,14310,196,190,347,17,2523.62,202,276
577,SALES_0000577,61698,127,426,128,49,3614.32,178,844
578,SALES_0000578,96733,151,453,262,17,2560.88,171,788
579,SALES_0000579,8612,175,392,1110,7,3463.75,15,1149
580,SALES_0000580,15629,171,309,496,40,1957.17,337,858
581,SALES_0000581,88114,87,410,1745,4,3651.45,17,1252
582,SALES_0000582,76578,128,32,1380,3,4145.32,78,230
583,SALES_0000583,30769,203,447,778,31,4373.72,305,386
584,SALES_0000584,5511,187,375,534,44,941.21,227,1287
585,SALES_0000585,1247,50,360,1857,28,2813.56,136,46
586,SALES_0000586,85972,206,333,1005,28,3319.41,213,68
587,SALES_0000587,20235,179,89,496,36,4810.43,322,931
588,SALES_0000588,68288,153,393,308,9,1734.18,136,288
589,SALES_0000589,34852,150,86,1579,43,2671.02,140,1440
590,SALES_0000590,55554,196,481,849,45,3229.25,312,330
591,SALES_0000591,72310,68,265,1542,12,979.48,169,1359
592,SALES_0000592,35337,121,476,182,14,2836.17,226,1301
593,SALES_0000593,25675,208,445,607,39,4303.84,322,1134
594,SALES_0000594,41473,205,51,877,44,3255.78,288,462
595,SALES_0000595,75531,35,90,1999,13,3786.77,111,479
596,SALES_0000596,62275,131,342,1365,24,3510.69,168,1044
597,SALES_0000597,2341,188,403,1034,20,1159.09,270,260
598,SALES_0000598,17150,81,422,609,5,3019.95,112,817
599,SALES_0000599,68169,41,181,286,8,3438.83,56,296
600,SALES_0000600,43915,203,198,1146,46,894.89,277,1241
601,SALES_0000601,94704,101,238,1054,44,1104.44,181,1437
602,SALES_0000602,48845,6,327,531,18,4139.65,200,650
603,SALES_0000603,87101,103,144,611,42,3007.13,194,427
604,SALES_0000604,36311,162,243,306,28,2222.41,278,221
605,SALES_0000605,80695,89,119,1186,2,1128.02,35,1209
606,SALES_0000606,78582,203,482,807,38,4682.83,323,948
607,SALES_0000607,66357,73,427,1045,34,3689.28,283,830
608,SALES_0000608,9083,186,77,1922,42,1207.35,245,452
609,SALES_0000609,93004,171,448,1985,6,1771.2,102,1335
610,SALES_0000610,87554,139,33,1379,4,727.05,49,572
611,SALES_0000611,87666,123,282,310,24,1107.93,202,261
612,SALES_0000612,72069,97,309,1089,17,4811.62,222,402
613,SALES_0000613,69256,173,429,1677,1,1091.93,39,1131
614,SALES_0000614,8906,67,190,1349,25,3093.15,232,322
615,SALES_0000615,39648,135,79,322,36,2842.6,305,1279
616,SALES_0000616,22351,182,105,165,23,3345.89,182,739
617,SALES_0000617,28942,15,492,312,21,3921.21,274,507
618,SALES_0000618,7670,189,160,407,45,1383.1,263,843
619,SALES_0000619,61786,131,125,253,46,2246.52,320,402
620,SALES_0000620,7667,178,274,1719,46,2863.22,273,437
621,SALES_0000621,70403,152,162,695,24,1765.86,197,849
622,SALES_0000622,38750,171,53,1844,27,805.77,250,1328
623,SALES_0000623,39520,171,448,1169,33,1671.98,315,852
624,SALES_0000624,86310,78,335,732,38,1328.15,247,447
625,SALES_0000625,87617,156,255,873,43,3785.98,217,298
626,SALES_0000626,93507,187,329,357,39,3923.66,333,1230
627,SALES_0000627,78268,141,205,824,23,4268.15,86,83
628,SALES_0000628,17940,209,313,507,38,2619.32,289,33
629,SALES_0000629,8187,113,445,1964,23,4022.63,143,194
630,SALES_0000630,94487,166,393,103,31,4986.86,284,423
631,SALES_0000631,96340,107,478,877,40,3323.46,339,1300
632,SALES_0000632,22657,42,257,1360,38,3577.23,265,1369
633,SALES_0000633,79365,140,32,138,10,995.71,195,645
634,SALES_0000634,26441,150,172,1457,20,3258.29,273,537
635,SALES_0000635,99021,74,89,913,33,2162.37,315,73
636,SALES_0000636,60968,105,20,170,15,4973.22,169,1404
637,SALES_0000637,34852,49,194,1212,12,2757.8,70,1264
638,SALES_0000638,86362,20,199,1337,50,4342.11,334,1233
639,SALES_0000639,19799,99,340,1357,19,1742.47,268,1033
640,SALES_0000640,52406,124,198,529,21,3718.66,228,400
641,SALES_0000641,72735,69,329,1847,29,2276.91,298,114
642,SALES_0000642,1708,161,407,396,1,4785.62,38,100
643,SALES_0000643,9309,59,291,489,23,4470.07,99,618
644,SALES_0000644,66463,194,110,1775,45,1470.36,235,650
645,SALES_0000645,21925,177,23,1132,3,4253.92,89,777
646,SALES_0000646,59214,85,125,1783,47,4756.08,251,64
647,SALES_0000647,27107,117,196,1813,30,1368.74,242,20
648,SALES_0000648,66186,191,44,1373,39,4157.85,320,1263
649,SALES_0000649,39415,105,232,827,12,634.13,64,803
650,SALES_0000650,53945,208,84,1332,47,3687.12,351,1419
651,SALES_0000651,53028,77,441,1193,12,1604.05,73,297
652,SALES_0000652,35828,186,42,1709,21,2901.16,261,847
653,SALES_0000653,84495,135,244,262,16,3771.81,164,1074
654,SALES_0000654,97484,14,93,281,9,4306.6,156,539
655,SALES_0000655,5890,83,167,814,42,3858.99,259,513
656,SALES_0000656,87829,38,326,594,50,4146.9,347,14
657,SALES_0000657,44961,100,408,939,49,4221.62,139,1287
658,SALES_0000658,25256,31,462,1922,5,524.8,136,1237
659,SALES_0000659,47518,209,79,416,7,550.11,146,532
660,SALES_0000660,42278,76,347,1917,27,3123.13,198,644
661,SALES_0000661,55726,152,187,1613,39,2787.98,331,33
662,SALES_0000662,87520,31,171,221,8,1978.43,52,1118
663,SALES_0000663,89353,75,433,510,40,1057.67,324,512
664,SALES_0000664,18886,127,143,1952,15,4141.78,142,1170
665,SALES_0000665,4027,144,432,10,33,3669.02,311,821
666,SALES_0000666,56478,196,325,1157,19,2964.46,264,45
667,SALES_0000667,31968,24,409,1347,29,2401.18,289,1024
668,SALES_0000668,75369,168,317,686,18,4476.58,237,906
669,SALES_0000669,56758,56,374,623,42,793.67,297,184
670,SALES_0000670,78353,136,485,693,35,4777.68,280,152
671,SALES_0000671,19290,42,333,1598,7,3851.86,85,390
672,SALES_0000672,63985,129,124,1117,12,4088.57,176,1002
673,SALES_0000673,31688,14,117,361,21,4444.17,231,7
674,SALES_0000674,70389,63,464,1240,28,4125.73,108,850
675,SALES_0000675,74897,45,479,1220,27,4007.85,220,963
676,SALES_0000676,89930,68,49,466,47,1801.15,235,1435
677,SALES_0000677,94867,71,126,790,37,3681.87,188,703
678,SALES_0000678,41748,188,174,550,13,553.6,161,1290
679,SALES_0000679,55023,136,270,1938,49,3721.52,138,1011
680,SALES_0000680,85985,98,102,152,17,1055.48,229,1347
681,SALES_0000681,19975,151,287,1336,7,4950.99,104,1152
682,SALES_0000682,93890,89,280,198,42,1881.63,207,489
683,SALES_0000683,68008,8,11,1874,42,627.73,217,202
684,SALES_0000684,51808,81,396,1229,2,3215.8,39,563
685,SALES_0000685,74626,153,340,1154,19,3374.32,244,144
686,SALES_0000686,56763,186,56,1654,25,4517.75,223,996
687,SALES_0000687,87964,187,370,1549,17,2514.5,189,613
688,SALES_0000688,56215,152,206,634,45,3489.68,292,687
689,SALES_0000689,56833,124,330,994,21,4096.18,231,1025
690,SALES_0000690,78802,59,246,890,26,3779.97,206,892
691,SALES_0000691,24670,161,116,353,39,4931.97,325,1187
692,SALES_0000692,96835,38,12,1316,14,4526.02,212,255
693,SALES_0000693,15746,180,68,690,8,3491.72,96,747
694,SALES_0000694,91336,162,472,521,26,2002.84,168,848
695,SALES_0000695,54870,78,110,61,29,2442.11,292,1088
696,SALES_0000696,30636,111,307,1273,12,1318.39,131,808
697,SALES_0000697,6314,84,204,422,4,2523.97,30,617
698,SALES_0000698,44220,177,278,1296,30,4095.18,300,232
699,SALES_0000699,25645,50,186,792,45,1254.54,271,174
700,SALES_0000700,39531,198,433,733,40,4850.9,324,368
701,SALES_0000701,15957,157,5,1145,38,1335.9,274,550
702,SALES_0000702,91065,86,137,878,38,3605.85,275,982
703,SALES_0000703,85313,185,148,940,26,4389.16,279,1416
704,SALES_0000704,59874,86,141,1807,47,4313.36,283,428
705,SALES_0000705,55976,123,167,1237,43,4215.37,174,387
706,SALES_0000706,1770,188,454,48,31,1994.21,305,1217
707,SALES_0000707,3267,135,39,1594,39,890.99,326,452
708,SALES_0000708,42177,24,408,1682,8,4578.38,131,968
709,SALES_0000709,54742,199,146,483,41,2802.71,314,919
710,SALES_0000710,80143,63,409,315,37,3742.67,213,822
711,SALES_0000711,77651,186,442,946,49,932.46,240,144
712,SALES_0000712,94352,94,447,1489,21,4691.68,257,16
713,SALES_0000713,16238,132,35,1697,50,3608.89,348,300
714,SALES_0000714,16565,75,247,1495,42,1562.39,182,1402
715,SALES_0000715,35183,11,143,354,24,4070.76,272,1287
716,SALES_0000716,84422,174,159,1486,2,2706.43,49,39
717,SALES_0000717,23910,159,419,898,10,4216.91,181,1403
718,SALES_0000718,67817,195,189,1205,3,2168.78,33,661
719,SALES_0000719,84604,2,75,260,19,856.7,251,1345
720,SALES_0000720,45803,142,449,349,22,1276.7,257,1163
721,SALES_0000721,12231,52,160,1640,49,3181.87,303,523
722,SALES_0000722,79559,9,329,1375,45,3935.41,203,562
723,SALES_0000723,18170,62,204,1683,39,2810.64,331,401
724,SALES_0000724,87007,34,494,1969,27,4743.43,232,1119
725,SALES_0000725,85214,88,186,1237,44,1976.88,234,592
726,SALES_0000726,44382,79,156,960,14,1433.84,225,370
727,SALES_0000727,48788,139,196,127,42,505.15,320,1260
728,SALES_0000728,46792,111,249,1290,11,4224.76,62,737
729,SALES_0000729,96142,125,464,659,44,4297.16,201,1162
730,SALES_0000730,15703,65,428,359,42,3712.31,341,225
731,SALES_0000731,89264,144,499,882,26,3436.64,181,1410
732,SALES_0000732,67815,125,277,284,32,1020.81,305,942
733,SALES_0000733,85965,124,194,117,28,1463.41,238,1292
734,SALES_0000734,71634,86,154,1666,17,3523.59,243,947
735,SALES_0000735,92727,44,65,447,45,1211.52,271,444
736,SALES_0000736,24616,117,300,1593,9,2508.08,171,1051
737,SALES_0000737,56169,78,451,829,50,2936.77,305,903
738,SALES_0000738,40514,57,391,1303,13,4689.4,193,69
739,SALES_0000739,41528,161,346,14,1,4962.4,39,863
740,SALES_0000740,13348,50,465,459,36,4952.88,297,1008
741,SALES_0000741,33803,10,435,1791,29,2547.64,294,271
742,SALES_0000742,36768,87,111,698,46,3590.9,236,1194
743,SALES_0000743,68838,37,28,1502,41,3140.58,290,671
744,SALES_0000744,45803,126,76,1352,29,839.05,287,657
745,SALES_0000745,64160,56,418,710,36,4557.83,322,36
746,SALES_0000746,44759,143,372,940,10,4187.26,180,340
747,SALES_0000747,28055,24,367,1285,28,3914.32,289,237
748,SALES_0000748,45740,37,357,1947,30,894.43,282,1226
749,SALES_0000749,41850,58,185,1479,34,3060.06,250,872
750,SALES_0000750,40999,18,375,1062,35,3870.99,303,1026
751,SALES_0000751,98867,149,399,1946,2,4749.29,46,1279
752,SALES_0000752,96832,26,453,709,30,4749.92,290,411
753,SALES_0000753,35164,164,158,18,17,3435.42,184,768
754,SALES_0000754,81722,163,479,62,45,4404.28,300,580
755,SALES_0000755,50031,192,4,49,9,1718.49,144,137
756,SALES_0000756,40458,160,496,1546,48,3524.43,136,1373
757,SALES_0000757,70385,162,20,1791,41,4830.83,298,478
758,SALES_0000758,18302,74,285,964,21,2169.97,248,409
759,SALES_0000759,58335,177,291,389,1,1923.02,37,907
760,SALES_0000760,73214,142,51,82,29,4047.72,294,1247
761,SALES_0000761,3667,146,218,478,7,4560.29,111,542
762,SALES_0000762,19102,76,189,39,36,1069.19,306,314
763,SALES_0000763,36849,159,52,866,39,4892.01,329,64
764,SALES_0000764,88608,144,199,245,8,2642.79,63,182
765,SALES_0000765,6326,46,129,526,41,3844.58,302,1401
766,SALES_0000766,33053,14,323,82,20,3935.43,274,931
767,SALES_0000767,29698,137,444,1619,22,1004.02,140,1391
768,SALES_0000768,71673,12,130,377,10,4793.8,196,791
769,SALES_0000769,70051,141,329,576,23,2121.74,158,826
770,SALES_0000770,37860,102,86,1616,46,2236.84,308,413
771,SALES_0000771,17040,124,438,307,27,4229.73,262,582
772,SALES_0000772,11183,150,234,1184,16,4962.87,147,460
773,SALES_0000773,93194,67,376,286,34,2367.14,290,1173
774,SALES_0000774,69326,25,65,816,45,2990.26,211,837
775,SALES_0000775,87132,180,483,1582,17,2307.03,246,1210
776,SALES_0000776,51625,85,16,1965,40,3778.54,314,796
777,SALES_0000777,48179,95,304,1370,17,3852.31,246,612
778,SALES_0000778,62660,64,482,794,4,4022.42,43,1266
779,SALES_0000779,67752,38,176,767,13,585.21,194,941
780,SALES_0000780,45,89,293,1537,10,1432.37,171,1301
781,SALES_0000781,84575,115,114,541,40,3092.1,330,656
782,SALES_0000782,78876,144,253,648,9,1812.14,128,383
783,SALES_0000783,3509,27,139,735,38,2843.58,282,673
784,SALES_0000784,46190,207,464,1559,21,4875.03,240,459
785,SALES_0000785,8927,8,483,1398,10,2526.98,195,247
786,SALES_0000786,59746,81,40,1266,14,1852.48,206,1277
787,SALES_0000787,77364,118,380,313,31,4587.92,294,296
788,SALES_0000788,75292,117,253,1794,38,4511.87,331,57
789,SALES_0000789,25765,186,268,673,15,1527.01,147,983
790,SALES_0000790,31249,11,466,273,27,1459.41,230,648
791,SALES_0000791,33097,122,434,1499,48,2815.91,154,1267
792,SALES_0000792,69091,180,205,562,21,4987.52,239,102
793,SALES_0000793,76217,42,375,879,28,2608.19,156,1062
794,SALES_0000794,43321,113,279,820,47,949.72,275,25
795,SALES_0000795,57101,65,126,1508,20,4693.01,274,25
796,SALES_0000796,7714,32,407,1320,18,4486.25,263,611
797,SALES_0000797,14354,188,172,1601,48,2109.83,102,795
798,SALES_0000798,10365,114,46,1885,25,2997.03,251,1161
799,SALES_0000799,18853,19,18,1265,6,511.57,104,470
800,SALES_0000800,95347,66,371,1021,48,4599.76,280,1034
801,SALES_0000801,18863,97,494,832,5,2290.67,133,1061
802,SALES_0000802,20369,96,467,339,31,1000.74,287,234
803,SALES_0000803,88437,195,76,1527,17,1578.79,187,1264
804,SALES_0000804,19533,98,18,352,45,3157.56,279,486
805,SALES_0000805,19185,66,412,1502,22,3359.91,162,191
806,SALES_0000806,67245,76,110,879,11,2100.12,15,908
807,SALES_0000807,42877,117,298,1731,35,2161.48,289,378
808,SALES_0000808,22630,65,383,1374,7,4693.27,81,1262
809,SALES_0000809,78175,11,220,1936,31,2307.04,273,1420
810,SALES_0000810,63480,142,492,1899,27,1003.42,268,48
811,SALES_0000811,26211,199,33,1256,45,2913.25,163,389
812,SALES_0000812,6513,166,147,934,20,3718.39,274,1049
813,SALES_0000813,99255,176,184,206,47,1503.98,342,144
814,SALES_0000814,6214,22,441,1027,21,3488.09,268,531
815,SALES_0000815,12909,1,266,352,23,869.6,209,345
816,SALES_0000816,12710,129,377,351,2,3392.31,37,763
817,SALES_0000817,31924,17,312,1100,48,4848.62,344,944
818,SALES_0000818,31192,86,312,726,36,3472.9,316,182
819,SALES_0000819,23683,77,34,486,49,1285.43,163,202
820,SALES_0000820,5458,167,140,1531,49,945.55,276,730
821,SALES_0000821,7293,146,452,583,17,1555.94,242,18
822,SALES_0000822,77661,195,133,101,48,4293.4,266,1285
823,SALES_0000823,28328,55,484,1094,36,3850.87,299,751
824,SALES_0000824,64092,186,16,818,27,870.61,270,43
825,SALES_0000825,36341,209,422,1227,47,3129.94,310,1056
826,SALES_0000826,12489,137,94,947,12,3594.3,178,569
827,SALES_0000827,73806,103,107,524,18,2198.01,177,494
828,SALES_0000828,97616,27,28,594,17,543.97,169,471
829,SALES_0000829,8492,136,39,160,22,3036.43,243,924
830,SALES_0000830,435,114,480,1907,39,1776.45,319,883
831,SALES_0000831,56698,148,459,1705,36,2508.62,305,897
832,SALES_0000832,6086,1,226,1983,38,4638.59,315,1419
833,SALES_0000833,62530,189,479,1375,35,3438.68,323,153
834,SALES_0000834,78000,150,480,1122,15,4791.41,153,381
835,SALES_0000835,15395,24,400,899,17,2927.93,189,681
836,SALES_0000836,19365,80,257,1603,30,1128.77,288,924
837,SALES_0000837,8147,70,283,342,44,4782.21,276,1135
838,SALES_0000838,73612,60,250,1673,7,3968.44,36,1205
839,SALES_0000839,20092,24,415,339,21,4852.74,237,24
840,SALES_0000840,9465,73,91,472,8,2543.05,122,644
841,SALES_0000841,45331,195,463,925,47,1577.99,263,928
842,SALES_0000842,99025,96,112,695,42,1184.3,245,920
843,SALES_0000843,75678,103,138,895,45,2944.52,292,91
844,SALES_0000844,56835,209,79,1305,32,3252.72,301,805
845,SALES_0000845,7498,189,331,746,18,3896.66,213,56
846,SALES_0000846,26496,89,297,295,31,2334.49,281,1206
847,SALES_0000847,26775,5,404,664,41,3523.16,293,1120
848,SALES_0000848,73036,25,54,977,44,3050.65,235,995
849,SALES_0000849,28008,155,311,323,29,669.73,284,730
850,SALES_0000850,38757,130,139,1124,14,3867.41,219,743
851,SALES_0000851,44766,139,474,331,20,1719.67,272,222
852,SALES_0000852,35066,56,66,1493,34,1438.07,283,1415
853,SALES_0000853,33185,131,128,96,24,4919.13,238,315
854,SALES_0000854,28675,7,295,1726,13,4491.7,25,1191
855,SALES_0000855,16633,5,409,219,6,1707.3,140,819
856,SALES_0000856,33268,95,207,1520,21,1226.75,273,755
857,SALES_0000857,5698,114,31,1469,25,3716.9,295,627
858,SALES_0000858,51826,157,129,383,23,2902.27,131,417
859,SALES_0000859,67919,112,466,173,35,4741.88,319,1339
860,SALES_0000860,4826,202,364,541,11,2806.31,137,849
861,SALES_0000861,36940,43,393,843,40,3624.94,330,365
862,SALES_0000862,96986,27,219,1195,25,2634.28,216,518
863,SALES_0000863,78685,65,312,245,3,836.91,30,310
864,SALES_0000864,92883,90,37,1756,35,2996.89,275,1238
865,SALES_0000865,28045,125,279,840,2,2044.15,54,385
866,SALES_0000866,68273,10,496,701,15,3474.3,208,1182
867,SALES_0000867,5697,147,171,421,10,3208.39,177,836
868,SALES_0000868,64400,161,369,503,47,510.42,208,942
869,SALES_0000869,23502,138,89,55,21,1701.18,232,836
870,SALES_0000870,14842,190,465,466,45,3925.44,277,315
871,SALES_0000871,57356,115,305,542,29,4728.35,297,770
872,SALES_0000872,59176,107,368,1339,14,4749.1,199,625
873,SALES_0000873,47023,18,322,894,19,1920.95,263,489
874,SALES_0000874,25466,81,129,1201,29,4783.67,291,239
875,SALES_0000875,53441,70,143,1628,39,2040.62,320,69
876,SALES_0000876,25666,104,316,1145,47,3316.7,325,772
877,SALES_0000877,43622,48,154,1398,28,2424.84,64,180
878,SALES_0000878,51276,15,321,1794,10,4445.33,190,1106
879,SALES_0000879,8920,182,352,1705,24,1913.66,226,493
880,SALES_0000880,972,145,387,989,5,1672.46,118,999
881,SALES_0000881,31903,151,303,1632,27,4323.04,227,207
882,SALES_0000882,54672,46,322,243,29,884.27,283,459
883,SALES_0000883,70693,43,31,134,38,2584.09,316,657
884,SALES_0000884,70438,54,218,1270,50,2926.96,354,172
885,SALES_0000885,54467,138,192,848,11,1987.12,27,770
886,SALES_0000886,95999,33,446,1267,10,4571.4,178,946
887,SALES_0000887,3675,109,479,5,15,1180.85,170,1166
888,SALES_0000888,71655,38,426,1334,31,4445.94,290,288
889,SALES_0000889,67167,106,292,767,17,4017.08,249,203
890,SALES_0000890,18841,20,198,1652,22,3382.29,84,207
891,SALES_0000891,19414,144,15,1027,5,3547.25,133,343
892,SALES_0000892,59147,147,243,1320,5,1527.01,116,1376
893,SALES_0000893,41669,166,20,1273,1,2655.73,39,1284
894,SALES_0000894,79864,150,280,648,13,4552.51,176,698
895,SALES_0000895,57647,65,371,1682,40,1747.76,321,576
896,SALES_0000896,34849,186,493,1527,12,4392.44,180,736
897,SALES_0000897,86761,104,394,1210,1,2210.58,39,57
898,SALES_0000898,82605,19,19,324,3,3106.44,81,1138
899,SALES_0000899,13694,157,367,378,20,1988.13,273,1027
900,SALES_0000900,44363,145,35,170,36,2617.39,302,996
901,SALES_0000901,82661,166,148,1186,42,2228.14,237,832
902,SALES_0000902,6596,25,28,1361,5,1771.37,120,269
903,SALES_0000903,40094,119,387,19,45,2381.45,249,1013
904,SALES_0000904,92614,161,313,452,40,4656.62,322,538
905,SALES_0000905,14142,162,438,1254,14,2671.88,211,1142
